"","Gene","SLE004","SLE005","SLE006","SLE007","SLE008"
"49265","RP5-1093G23.1",0,0,0,0,0
"49266","RP5-1096D14.3",1,0,1,1,0
"49267","RP5-1096D14.6",0,0,0,0,0
"49268","RP5-1096J16.1",0,0,0,0,0
"49269","RP5-1097F14.1",0,2,0,1,1
"49270","RP5-1097F14.3",0,0,0,0,0
"49271","RP5-1097P24.1",0,0,0,0,0
"49272","RP5-1098D14.1",0,0,0,0,0
"49273","RP5-1099C19.2",0,0,0,0,0
"49274","RP5-1099D15.1",1,1,0,0,0
"49275","RP5-1099E6.3",0,0,0,0,0
"49276","RP5-1100E15.4",0,0,0,0,0
"49277","RP5-1100H13.3",0,0,0,0,0
"49278","RP5-1100I6.1",0,0,0,0,0
"49279","RP5-1101C3.1",0,0,0,0,0
"49280","RP5-1102E8.3",0,0,0,0,0
"49281","RP5-1103B4.3",0,0,0,0,0
"49282","RP5-1103G7.10",0,0,0,0,0
"49283","RP5-1106E3.1",0,0,0,0,0
"49284","RP5-1106H14.1",0,0,0,0,0
"49285","RP5-1107A17.2",0,0,0,1,0
"49286","RP5-1107A17.3",0,0,0,1,0
"49287","RP5-1107A17.4",2,1,0,1,0
"49288","RP5-1108M17.5",0,0,0,0,0
"49289","RP5-1110E20.1",0,0,0,0,0
"49290","RP5-1111A8.3",0,0,0,0,0
"49291","RP5-1112D6.4",11,2,2,3,1
"49292","RP5-1112D6.7",2,0,0,0,0
"49293","RP5-1112D6.8",9,1,0,2,5
"49294","RP5-1113E3.3",0,0,0,0,0
"49295","RP5-1114G22.1",0,0,0,0,0
"49296","RP5-1114G22.2",0,0,0,0,0
"49297","RP5-1115A15.1",38,7,10,7,15
"49298","RP5-1115A15.2",0,0,0,0,0
"49299","RP5-1116H23.1",0,0,0,1,0
"49300","RP5-1116H23.3",0,0,1,2,0
"49301","RP5-1116H23.4",2,0,0,0,1
"49302","RP5-1116H23.5",0,0,2,1,0
"49303","RP5-1116H23.6",0,0,0,0,0
"49304","RP5-1118D24.2",0,1,0,0,1
"49305","RP5-1119A7.10",0,0,0,0,0
"49306","RP5-1119A7.11",0,0,0,0,0
"49307","RP5-1119A7.14",4,0,0,0,0
"49308","RP5-1119A7.17",0,0,0,0,0
"49309","RP5-1119O21.2",0,0,0,0,0
"49310","RP5-1120P11.1",0,0,1,0,0
"49311","RP5-1120P11.3",0,0,0,0,0
"49312","RP5-1120P11.4",1,0,0,0,1
"49313","RP5-1121A15.3",0,0,0,0,0
"49314","RP5-1121E10.2",0,0,0,0,0
"49315","RP5-1121H13.1",0,0,0,0,0
"49316","RP5-1121H13.3",0,0,0,0,0
"49317","RP5-1121H13.4",0,0,0,0,0
"49318","RP5-1125A11.4",1,0,0,0,0
"49319","RP5-1125A11.6",4,1,1,3,0
"49320","RP5-1125A11.7",9,2,1,4,4
"49321","RP5-1125M8.2",0,0,0,0,0
"49322","RP5-1125M8.3",0,0,0,0,0
"49323","RP5-1125N11.1",0,0,0,0,0
"49324","RP5-1125N11.2",0,0,0,0,0
"49325","RP5-1126H10.2",6,2,3,1,0
"49326","RP5-1128N12.2",0,0,0,0,0
"49327","RP5-1128N12.3",0,0,0,0,0
"49328","RP5-1132H15.1",1,0,0,0,0
"49329","RP5-1132H15.2",0,0,0,0,0
"49330","RP5-1132H15.3",0,0,0,0,0
"49331","RP5-1136A10.1",0,0,0,0,0
"49332","RP5-1136G13.1",0,0,0,0,0
"49333","RP5-1136G13.2",6,1,6,7,3
"49334","RP5-1136G2.1",0,0,0,0,0
"49335","RP5-1139B12.2",3,3,1,4,4
"49336","RP5-1139B12.3",2,0,2,0,2
"49337","RP5-1139B12.4",0,0,0,0,1
"49338","RP5-1139I1.1",0,0,0,0,0
"49339","RP5-1139I1.2",0,0,0,0,0
"49340","RP5-1142A6.10",6,2,3,6,1
"49341","RP5-1142A6.2",11,2,4,1,1
"49342","RP5-1142A6.5",0,0,0,0,0
"49343","RP5-1142A6.7",0,0,0,0,0
"49344","RP5-1142A6.8",6,0,1,0,0
"49345","RP5-1142A6.9",35,18,15,23,4
"49346","RP5-1142J19.1",2,0,1,2,2
"49347","RP5-1142J19.2",0,0,0,0,1
"49348","RP5-1147A1.1",0,1,0,0,0
"49349","RP5-1147A1.2",0,0,2,0,0
"49350","RP5-1148A21.3",2,0,2,0,0
"49351","RP5-1153D9.5",9,6,9,4,1
"49352","RP5-1154L15.1",0,0,0,0,0
"49353","RP5-1154L15.2",2,5,8,6,0
"49354","RP5-1155K23.4",0,0,0,0,0
"49355","RP5-1157M23.2",9,3,1,5,1
"49356","RP5-1158E12.1",0,0,0,0,0
"49357","RP5-1158E12.2",0,0,0,0,0
"49358","RP5-1158E12.3",0,0,0,0,0
"49359","RP5-1159O4.1",10,7,3,5,0
"49360","RP5-1159O4.2",2,1,0,0,0
"49361","RP5-1160K1.3",0,0,0,0,0
"49362","RP5-1160K1.6",0,0,0,0,0
"49363","RP5-1160K1.8",0,0,0,0,0
"49364","RP5-1163L11.2",1,0,0,0,0
"49365","RP5-1164C1.2",0,0,0,0,0
"49366","RP5-1165K10.2",1,1,1,1,0
"49367","RP5-1166A24.1",0,0,0,0,0
"49368","RP5-1166F10.1",0,0,0,0,0
"49369","RP5-1168A5.1",0,0,0,0,0
"49370","RP5-1170D6.1",0,0,0,0,0
"49371","RP5-1170K4.7",0,0,0,0,0
"49372","RP5-1171I10.5",428,290,260,152,260
"49373","RP5-1172A22.1",0,0,0,0,0
"49374","RP5-1172N10.2",0,0,0,0,0
"49375","RP5-1172N10.4",0,0,0,0,0
"49376","RP5-1173A5.1",0,0,0,0,0
"49377","RP5-1173I20.1",0,0,0,0,0
"49378","RP5-1173P7.1",0,0,0,0,0
"49379","RP5-1174J21.1",0,0,0,0,0
"49380","RP5-1174J21.2",0,1,0,1,0
"49381","RP5-1174N9.2",0,0,0,0,0
"49382","RP5-1177I5.3",0,0,0,0,0
"49383","RP5-1177M21.1",0,0,0,0,0
"49384","RP5-1178H5.2",0,0,0,0,0
"49385","RP5-1180C18.1",0,0,0,0,0
"49386","RP5-1180D12.1",62,35,53,34,16
"49387","RP5-1180E21.4",0,0,0,0,0
"49388","RP5-1180E21.5",0,0,0,0,0
"49389","RP5-1181K21.4",0,0,0,0,0
"49390","RP5-1182A14.5",0,0,0,0,0
"49391","RP5-1182A14.7",0,0,0,0,0
"49392","RP5-1184F4.5",1,3,2,1,1
"49393","RP5-1184F4.7",5,3,3,14,5
"49394","RP5-1185H19.2",0,0,0,0,0
"49395","RP5-1185I7.1",0,0,0,0,0
"49396","RP5-1185K9.1",0,0,0,0,0
"49397","RP5-1186N24.3",0,0,0,0,0
"49398","RP5-1186P10.1",0,0,0,0,0
"49399","RP5-1186P10.2",1,0,0,0,0
"49400","RP5-1187M17.10",8,12,4,9,7
"49401","RP5-1189B24.1",0,0,0,0,0
"49402","RP5-1193P9.2",0,0,0,0,0
"49403","RP5-1193P9.4",0,0,0,0,0
"49404","RP5-1195D24.1",0,0,0,0,0
"49405","RP5-1198O20.4",24,33,35,38,70
"49406","RP5-1198O20.5",0,0,0,0,0
"49407","RP5-821D11.7",29,10,19,6,13
"49408","RP5-823G15.5",1,0,0,0,0
"49409","RP5-824H1.1",0,0,0,0,0
"49410","RP5-826L7.1",0,0,1,0,0
"49411","RP5-827A12.2",0,0,0,0,0
"49412","RP5-827C21.1",0,1,0,2,3
"49413","RP5-827C21.2",1,0,0,1,0
"49414","RP5-827C21.4",7,4,3,8,6
"49415","RP5-827C21.6",0,0,1,1,0
"49416","RP5-827E24.1",0,0,0,0,0
"49417","RP5-827L5.1",0,0,0,0,0
"49418","RP5-827L5.2",0,0,0,0,0
"49419","RP5-827O9.1",0,0,0,0,0
"49420","RP5-828H9.1",0,0,0,0,0
"49421","RP5-828H9.4",0,0,0,0,0
"49422","RP5-828K20.1",0,0,0,0,2
"49423","RP5-831C21.1",0,0,0,0,0
"49424","RP5-832C2.5",5,1,8,2,1
"49425","RP5-834N19.1",0,0,0,0,0
"49426","RP5-836E8.1",0,0,0,0,0
"49427","RP5-836J3.1",0,0,0,0,0
"49428","RP5-836N17.4",0,0,0,0,0
"49429","RP5-837G17.1",0,0,0,0,0
"49430","RP5-837I24.1",1,1,0,1,0
"49431","RP5-837I24.2",0,0,0,0,0
"49432","RP5-837I24.4",0,0,0,0,0
"49433","RP5-837I24.5",0,0,0,0,0
"49434","RP5-837I24.6",0,0,0,0,0
"49435","RP5-837J1.1",0,0,0,0,0
"49436","RP5-837J1.4",0,0,0,0,0
"49437","RP5-837J1.6",2,1,0,1,0
"49438","RP5-837M10.1",0,0,0,0,0
"49439","RP5-837M10.2",0,0,0,0,0
"49440","RP5-837M10.4",0,0,0,0,0
"49441","RP5-837O21.2",0,0,0,0,0
"49442","RP5-837O21.8",0,0,0,0,0
"49443","RP5-839B4.8",0,0,0,0,0
"49444","RP5-842K16.1",0,0,0,0,0
"49445","RP5-842K16.2",0,0,0,0,0
"49446","RP5-843L14.1",0,0,0,0,0
"49447","RP5-844F9.1",1,0,0,0,0
"49448","RP5-845O24.8",0,0,0,0,0
"49449","RP5-849H19.2",1,0,0,0,2
"49450","RP5-849H19.3",0,0,0,0,0
"49451","RP5-849L7.1",0,0,0,0,0
"49452","RP5-850E9.3",0,0,0,0,0
"49453","RP5-850O15.3",0,0,0,0,0
"49454","RP5-851M4.1",0,0,1,0,0
"49455","RP5-854E16.2",0,0,1,0,0
"49456","RP5-855D21.1",2,1,2,4,1
"49457","RP5-855D21.2",3,0,1,0,0
"49458","RP5-855D21.3",2,1,0,2,0
"49459","RP5-855F14.2",0,0,0,0,0
"49460","RP5-855F16.1",1,1,0,0,0
"49461","RP5-856G1.1",0,0,0,0,0
"49462","RP5-856G1.2",0,0,0,0,0
"49463","RP5-857K21.15",0,0,0,0,0
"49464","RP5-857K21.2",0,0,0,0,0
"49465","RP5-857K21.4",0,0,0,0,0
"49466","RP5-858B6.1",0,0,0,0,0
"49467","RP5-858B6.3",0,0,0,0,1
"49468","RP5-858L17.1",17,13,12,5,2
"49469","RP5-859D4.3",0,0,0,0,0
"49470","RP5-859I17.2",0,0,0,0,0
"49471","RP5-859I17.3",0,0,0,0,0
"49472","RP5-859M6.1",0,0,0,0,0
"49473","RP5-860F19.8",0,0,0,0,0
"49474","RP5-860P4.2",0,0,0,0,0
"49475","RP5-862K6.4",0,0,0,0,0
"49476","RP5-862P8.2",13,7,4,9,9
"49477","RP5-862P8.3",0,0,0,0,0
"49478","RP5-864K19.4",1,1,6,0,1
"49479","RP5-864K19.6",0,0,0,0,0
"49480","RP5-864K19.7",0,0,0,0,0
"49481","RP5-865E18.2",0,0,0,0,0
"49482","RP5-865N13.1",0,0,0,0,0
"49483","RP5-865N13.2",0,0,0,0,0
"49484","RP5-866L20.1",0,0,0,0,0
"49485","RP5-866L20.2",0,0,0,0,0
"49486","RP5-867C24.1",0,0,0,0,0
"49487","RP5-867C24.4",1,0,0,0,0
"49488","RP5-867C24.5",0,0,1,0,0
"49489","RP5-872K7.7",0,0,0,0,0
"49490","RP5-874C20.6",0,1,0,1,0
"49491","RP5-874C20.7",0,0,0,0,0
"49492","RP5-874C20.8",0,2,0,0,0
"49493","RP5-875H18.10",1,0,0,0,0
"49494","RP5-875H18.4",3,0,0,0,0
"49495","RP5-875H18.9",0,0,0,2,0
"49496","RP5-875H3.2",0,0,0,0,0
"49497","RP5-875O13.1",0,0,0,0,0
"49498","RP5-875O13.6",1,0,0,0,0
"49499","RP5-875O13.7",0,0,0,0,0
"49500","RP5-877J2.1",0,0,0,0,0
"49501","RP5-878I13.1",0,0,0,1,1
"49502","RP5-878I13.2",0,0,0,0,0
"49503","RP5-879K22.1",0,0,0,0,0
"49504","RP5-881L22.5",0,0,0,0,0
"49505","RP5-881L22.6",0,0,0,0,0
"49506","RP5-881P19.7",1,0,1,0,0
"49507","RP5-882C2.2",19,13,9,21,14
"49508","RP5-882O7.1",0,0,0,0,0
"49509","RP5-882O7.4",2,0,0,0,1
"49510","RP5-884C9.2",0,0,0,0,0
"49511","RP5-884C9.3",0,0,0,0,0
"49512","RP5-884G6.2",4,1,2,0,0
"49513","RP5-884M20.4",0,0,0,0,0
"49514","RP5-884M6.1",0,0,0,1,0
"49515","RP5-887A10.1",12,7,3,9,4
"49516","RP5-888M10.2",0,0,0,1,0
"49517","RP5-890E16.2",4,1,2,3,4
"49518","RP5-890E16.4",0,0,0,0,0
"49519","RP5-890E16.5",3,1,0,1,1
"49520","RP5-890O15.3",0,0,0,0,0
"49521","RP5-890O3.9",13,10,5,6,3
"49522","RP5-891H21.1",0,0,0,0,0
"49523","RP5-891H21.5",0,0,0,0,0
"49524","RP5-892F13.2",0,0,0,0,1
"49525","RP5-892G5.2",0,1,0,0,0
"49526","RP5-892K4.1",3,2,1,1,1
"49527","RP5-893G23.1",1,0,0,0,0
"49528","RP5-894A10.2",25,10,8,16,6
"49529","RP5-894A10.6",24,14,21,25,7
"49530","RP5-894D12.4",0,0,0,0,0
"49531","RP5-894D12.5",0,2,0,0,1
"49532","RP5-896L10.1",0,0,0,0,0
"49533","RP5-897D18.1",0,0,0,0,0
"49534","RP5-898I4.1",0,0,0,0,0
"49535","RP5-898J17.1",0,0,0,0,0
"49536","RP5-899B16.1",2,1,1,0,0
"49537","RP5-899B16.2",0,0,0,0,0
"49538","RP5-899E9.1",3,2,2,1,3
"49539","RP5-901A4.1",6,1,3,3,1
"49540","RP5-901A4.4",0,0,0,0,0
"49541","RP5-901A4.5",0,0,0,0,0
"49542","RP5-902P8.10",2,3,3,3,1
"49543","RP5-902P8.12",3,0,0,2,3
"49544","RP5-903E17.2",0,0,0,1,0
"49545","RP5-903G2.2",0,0,0,0,0
"49546","RP5-905G11.3",0,0,0,0,0
"49547","RP5-905H7.10",0,0,0,0,0
"49548","RP5-905H7.11",0,0,0,0,0
"49549","RP5-905H7.3",0,0,0,0,0
"49550","RP5-905H7.4",0,0,0,0,0
"49551","RP5-905H7.6",0,0,0,0,0
"49552","RP5-905H7.7",0,0,0,0,0
"49553","RP5-905H7.8",0,0,0,0,0
"49554","RP5-905H7.9",0,0,0,0,0
"49555","RP5-905N1.2",0,0,0,0,0
"49556","RP5-906A24.1",0,0,1,0,0
"49557","RP5-906A24.2",0,0,0,0,0
"49558","RP5-906C1.1",22,11,12,13,2
"49559","RP5-907C10.3",0,0,0,0,0
"49560","RP5-907D15.3",0,0,0,0,0
"49561","RP5-907D15.4",0,0,0,0,0
"49562","RP5-908D6.1",0,0,0,0,0
"49563","RP5-908M14.10",7,8,3,4,2
"49564","RP5-908M14.5",0,0,0,0,0
"49565","RP5-908M14.9",2,3,2,3,5
"49566","RP5-912I13.1",0,0,0,0,0
"49567","RP5-915N17.11",0,2,0,0,0
"49568","RP5-916L7.2",0,0,0,0,0
"49569","RP5-916O11.2",0,0,0,0,0
"49570","RP5-916O11.3",0,0,0,0,0
"49571","RP5-919F19.5",0,0,0,0,0
"49572","RP5-921G16.1",0,0,0,0,0
"49573","RP5-921G16.2",0,0,0,0,0
"49574","RP5-925F19.1",0,0,0,0,0
"49575","RP5-926E3.1",0,0,0,0,0
"49576","RP5-928E24.2",0,0,0,0,0
"49577","RP5-928E24.4",0,0,0,0,0
"49578","RP5-930J4.2",0,0,0,0,0
"49579","RP5-930J4.5",0,0,0,0,0
"49580","RP5-933B4.1",0,0,0,0,0
"49581","RP5-933E2.1",0,0,0,0,0
"49582","RP5-933K21.2",0,0,0,1,0
"49583","RP5-933K21.3",0,0,0,0,0
"49584","RP5-934G17.6",0,0,0,0,0
"49585","RP5-935K16.2",1,0,0,0,1
"49586","RP5-936J12.1",0,0,0,0,0
"49587","RP5-937E21.1",0,0,0,0,0
"49588","RP5-937E21.8",0,0,0,0,0
"49589","RP5-940F7.2",0,0,1,0,0
"49590","RP5-940J5.3",0,0,0,0,0
"49591","RP5-940J5.6",15,0,12,3,2
"49592","RP5-940J5.8",4,0,0,1,0
"49593","RP5-940J5.9",0,0,0,0,0
"49594","RP5-942I16.1",0,0,0,0,0
"49595","RP5-943J3.1",2,0,1,1,1
"49596","RP5-943J3.2",6,3,5,1,5
"49597","RP5-944M2.1",0,0,0,0,0
"49598","RP5-944M2.2",0,0,0,0,0
"49599","RP5-944M2.3",0,0,0,0,0
"49600","RP5-944M2.4",0,0,0,0,0
"49601","RP5-945F2.1",0,0,0,0,0
"49602","RP5-945F2.2",0,0,0,0,0
"49603","RP5-945F2.3",0,0,0,0,0
"49604","RP5-945I17.2",0,0,0,0,0
"49605","RP5-947P14.1",0,0,0,0,0
"49606","RP5-947P14.2",0,0,0,0,0
"49607","RP5-951N9.1",0,0,0,0,0
"49608","RP5-951N9.2",0,0,0,0,0
"49609","RP5-952N6.1",0,0,0,0,0
"49610","RP5-955M13.4",0,0,0,0,0
"49611","RP5-956O18.2",1,1,0,0,0
"49612","RP5-956O18.3",0,0,0,0,0
"49613","RP5-961K14.1",0,1,1,1,1
"49614","RP5-961K14.2",0,0,0,0,0
"49615","RP5-963E22.4",1,2,0,0,0
"49616","RP5-963E22.5",0,0,0,0,0
"49617","RP5-963E22.6",0,0,1,0,0
"49618","RP5-964H19.2",0,0,0,0,0
"49619","RP5-965F6.2",0,0,0,0,0
"49620","RP5-965G21.3",1,2,2,3,5
"49621","RP5-965G21.4",0,0,0,0,2
"49622","RP5-965G21.5",0,0,0,0,0
"49623","RP5-965G21.6",5,2,5,4,0
"49624","RP5-965K10.3",0,0,0,0,0
"49625","RP5-966M1.4",0,0,0,1,0
"49626","RP5-966M1.5",0,0,0,1,0
"49627","RP5-966M1.6",26,16,10,19,14
"49628","RP5-966M1.7",0,0,1,1,0
"49629","RP5-967N21.11",2,4,1,1,0
"49630","RP5-967N21.2",0,0,0,0,0
"49631","RP5-967N21.7",0,0,0,0,0
"49632","RP5-968D22.1",0,0,0,0,0
"49633","RP5-968D22.3",0,0,0,0,0
"49634","RP5-968J1.1",7,3,3,6,2
"49635","RP5-968P14.2",0,0,4,1,0
"49636","RP5-971N18.3",0,0,1,0,2
"49637","RP5-972B16.2",0,0,0,0,0
"49638","RP5-973N23.4",0,0,0,0,0
"49639","RP5-974N19.1",0,0,0,0,0
"49640","RP5-978I12.1",0,0,0,0,0
"49641","RP5-979D14.1",0,0,0,0,0
"49642","RP5-981L23.2",0,0,0,0,1
"49643","RP5-981O7.2",8,3,1,0,0
"49644","RP5-983L19.2",0,0,2,0,0
"49645","RP5-984P4.1",0,0,0,0,0
"49646","RP5-984P4.4",0,0,0,0,0
"49647","RP5-984P4.6",0,0,0,0,0
"49648","RP5-986I17.2",0,0,0,0,0
"49649","RP5-988G15.1",0,0,0,1,0
"49650","RP5-988G17.1",0,0,0,0,0
"49651","RP5-991B18.1",0,0,0,0,0
"49652","RP5-991B18.2",0,0,0,0,0
"49653","RP5-991C6.2",0,0,0,0,0
"49654","RP5-991C6.4",1,0,0,0,0
"49655","RP5-991G20.1",2,8,9,6,3
"49656","RP5-991G20.2",2,0,0,0,1
"49657","RP5-991G20.6",0,0,0,0,0
"49658","RP5-991O23.1",0,0,0,0,0
"49659","RP5-994D16.11",0,0,0,0,0
"49660","RP5-994D16.3",0,1,0,0,0
"49661","RP5-994D16.9",9,3,9,4,0
"49662","RP5-996D20.3",0,0,0,0,0
"49663","RP5-997D16.2",18,7,11,14,5
"49664","RP5-997D24.3",0,1,1,2,2
"49665","RP5-998G20.1",0,0,0,0,0
"49666","RP5-998H6.2",0,0,0,0,0
"49667","RP5-998N21.10",0,0,0,0,0
"49668","RP5-998N21.3",0,0,0,0,0
"49669","RP5-998N21.4",0,0,0,2,2
"49670","RP5-998N21.7",0,0,0,0,0
"49671","RP5-999L4.2",0,0,0,0,2
"49672","RP6-102O10.1",0,0,0,0,0
"49673","RP6-109B7.2",2,4,1,1,1
"49674","RP6-109B7.4",3,1,0,1,0
"49675","RP6-109B7.5",0,0,0,1,0
"49676","RP6-114E22.1",0,0,0,0,0
"49677","RP6-127F18.2",0,0,0,0,0
"49678","RP6-149D17.1",0,0,0,0,0
"49679","RP6-14C6.3",0,0,0,0,0
"49680","RP6-159A1.2",1,0,0,0,0
"49681","RP6-159A1.3",0,0,3,1,0
"49682","RP6-159A1.4",1294,709,821,529,341
"49683","RP6-166C19.12",0,0,0,0,0
"49684","RP6-166C19.13",0,0,0,0,0
"49685","RP6-166C19.14",0,0,0,0,0
"49686","RP6-166C19.15",0,0,0,0,0
"49687","RP6-166C19.16",0,0,0,0,0
"49688","RP6-166C19.17",0,0,0,0,0
"49689","RP6-166C19.18",0,0,0,0,0
"49690","RP6-166C19.19",0,0,0,0,0
"49691","RP6-166C19.20",0,0,0,0,0
"49692","RP6-166C19.21",0,0,0,0,0
"49693","RP6-166C19.22",0,0,0,0,0
"49694","RP6-166C19.23",0,0,0,0,0
"49695","RP6-186E3.1",0,0,0,0,0
"49696","RP6-191P20.3",0,0,0,0,0
"49697","RP6-191P20.4",0,0,0,0,0
"49698","RP6-1O2.1",0,0,0,0,0
"49699","RP6-201G10.2",1,0,0,0,0
"49700","RP6-204F4.2",0,0,0,0,0
"49701","RP6-218J18.2",3,0,0,0,0
"49702","RP6-22P16.1",0,0,0,0,0
"49703","RP6-24A23.3",0,0,0,0,0
"49704","RP6-24A23.6",0,0,0,0,0
"49705","RP6-24A23.7",0,0,0,0,0
"49706","RP6-24A23.8",0,0,0,0,0
"49707","RP6-27P15.2",0,0,0,0,0
"49708","RP6-29D12.2",0,0,0,0,0
"49709","RP6-29D12.3",0,0,0,0,0
"49710","RP6-43L17.1",0,0,0,0,0
"49711","RP6-43L17.2",0,0,0,0,0
"49712","RP6-60B16.1",0,0,0,0,0
"49713","RP6-65G23.3",0,0,0,4,4
"49714","RP6-65G23.5",0,0,0,0,0
"49715","RP6-74O6.2",6,5,0,3,2
"49716","RP6-74O6.6",0,0,1,0,0
"49717","RP6-91H8.1",0,0,0,0,0
"49718","RP6-91H8.2",0,0,0,0,0
"49719","RP6-91H8.3",0,1,0,1,0
"49720","RP6-91H8.5",0,0,0,0,0
"49721","RP6-99M1.1",0,0,0,0,0
"49722","RP6-99M1.3",1,0,0,0,0
"49723","RP9",41,27,20,27,38
"49724","RP9P",8,4,11,4,5
"49725","RPA1",593,453,488,424,346
"49726","RPA2",466,359,430,288,272
"49727","RPA2P1",0,0,0,0,0
"49728","RPA2P2",1,0,0,0,0
"49729","RPA2P3",0,0,0,0,0
"49730","RPA3",87,60,65,58,50
"49731","RPA4",1,0,1,0,2
"49732","RPAIN",191,124,104,115,99
"49733","RPAP1",131,108,93,131,84
"49734","RPAP2",126,90,128,87,54
"49735","RPAP3",366,210,288,214,153
"49736","RPARP-AS1",110,72,55,75,43
"49737","RPE",126,53,81,59,48
"49738","RPE65",0,0,0,0,0
"49739","RPEL1",0,0,1,0,0
"49740","RPEP1",0,0,0,0,0
"49741","RPEP2",0,0,0,0,0
"49742","RPEP3",0,0,0,0,0
"49743","RPEP4",0,0,0,0,0
"49744","RPEP5",0,0,0,0,0
"49745","RPEP6",0,0,0,0,0
"49746","RPF1",247,147,175,131,126
"49747","RPF2",69,34,48,28,35
"49748","RPF2P1",2,0,0,0,0
"49749","RPF2P2",0,0,0,0,0
"49750","RPGR",164,74,121,65,44
"49751","RPGRIP1",106,65,46,39,19
"49752","RPGRIP1L",8,6,8,7,5
"49753","RPH3A",77,43,73,65,42
"49754","RPH3AL",9,9,11,15,8
"49755","RPIA",202,158,240,132,198
"49756","RPIAP1",0,0,0,0,0
"49757","RPL10",2057,1528,1721,1380,1492
"49758","RPL10A",1353,1806,1209,1537,1437
"49759","RPL10AP1",1,1,0,2,2
"49760","RPL10AP2",5,1,2,4,3
"49761","RPL10AP3",0,0,1,0,0
"49762","RPL10AP5",0,0,0,0,2
"49763","RPL10AP6",13,2,10,3,1
"49764","RPL10L",0,1,1,1,4
"49765","RPL10P1",1,0,1,0,0
"49766","RPL10P14",1,0,0,0,0
"49767","RPL10P15",5,1,2,0,1
"49768","RPL10P3",26,1,14,1,3
"49769","RPL10P5",0,0,0,2,0
"49770","RPL11",6386,5529,5426,4845,5236
"49771","RPL11P5",0,0,0,0,0
"49772","RPL12",1480,1696,1247,1544,1534
"49773","RPL12P1",0,0,0,0,0
"49774","RPL12P10",0,0,0,0,0
"49775","RPL12P11",0,0,0,0,0
"49776","RPL12P12",0,0,0,0,0
"49777","RPL12P13",2,0,0,0,0
"49778","RPL12P14",1,0,0,0,0
"49779","RPL12P15",3,0,2,0,0
"49780","RPL12P16",0,0,0,0,0
"49781","RPL12P17",0,3,0,4,4
"49782","RPL12P18",0,0,0,0,1
"49783","RPL12P19",0,0,0,0,0
"49784","RPL12P2",0,2,1,1,2
"49785","RPL12P20",0,0,0,0,0
"49786","RPL12P21",0,5,0,3,1
"49787","RPL12P22",0,0,0,0,0
"49788","RPL12P23",0,0,0,0,1
"49789","RPL12P24",0,0,0,0,0
"49790","RPL12P25",1,0,0,0,0
"49791","RPL12P26",0,0,0,0,0
"49792","RPL12P27",8,9,11,4,3
"49793","RPL12P28",0,0,0,0,0
"49794","RPL12P29",0,0,0,0,0
"49795","RPL12P3",0,0,0,0,0
"49796","RPL12P30",1,0,0,0,0
"49797","RPL12P31",0,1,0,0,0
"49798","RPL12P32",0,0,0,0,0
"49799","RPL12P33",0,1,2,0,0
"49800","RPL12P34",0,0,0,0,0
"49801","RPL12P35",0,0,0,0,0
"49802","RPL12P36",0,0,0,0,0
"49803","RPL12P37",0,0,0,0,0
"49804","RPL12P38",1,0,0,1,0
"49805","RPL12P39",0,0,0,0,0
"49806","RPL12P4",0,0,0,0,0
"49807","RPL12P40",0,0,0,0,0
"49808","RPL12P41",1,0,0,0,0
"49809","RPL12P42",0,0,0,0,1
"49810","RPL12P43",0,0,0,0,1
"49811","RPL12P44",0,0,0,0,0
"49812","RPL12P45",0,0,0,0,0
"49813","RPL12P46",0,0,0,0,0
"49814","RPL12P47",1,0,0,0,0
"49815","RPL12P48",0,1,0,0,0
"49816","RPL12P49",0,0,0,0,0
"49817","RPL12P5",0,0,0,0,0
"49818","RPL12P50",0,0,0,0,0
"49819","RPL12P6",0,0,0,0,0
"49820","RPL12P7",0,0,0,1,0
"49821","RPL12P8",1,2,0,0,0
"49822","RPL12P9",0,0,0,0,0
"49823","RPL13",3311,5047,2895,4613,5235
"49824","RPL13A",4294,4011,3628,3524,3836
"49825","RPL13AP",0,0,0,0,0
"49826","RPL13AP17",0,2,0,0,3
"49827","RPL13AP2",6,1,0,2,4
"49828","RPL13AP20",2,2,4,1,0
"49829","RPL13AP23",2,1,3,1,2
"49830","RPL13AP25",1,1,0,3,1
"49831","RPL13AP3",6,2,1,1,0
"49832","RPL13AP5",14,68,19,36,56
"49833","RPL13AP6",1,4,0,0,0
"49834","RPL13AP7",4,2,2,2,2
"49835","RPL13P",0,0,0,0,0
"49836","RPL13P12",84,20,63,16,13
"49837","RPL13P2",0,0,1,0,1
"49838","RPL13P4",0,0,0,0,0
"49839","RPL13P6",0,1,0,0,0
"49840","RPL14",1661,1198,1434,1239,1372
"49841","RPL14P1",13,10,11,10,11
"49842","RPL14P3",4,0,2,0,0
"49843","RPL14P5",0,0,0,0,0
"49844","RPL15",2544,1707,2030,1502,1635
"49845","RPL15P1",0,0,0,0,0
"49846","RPL15P18",0,3,0,0,0
"49847","RPL15P2",0,0,0,0,0
"49848","RPL15P20",3,2,1,1,2
"49849","RPL15P21",0,0,1,0,0
"49850","RPL15P3",1,1,1,2,0
"49851","RPL15P4",1,0,0,0,0
"49852","RPL17",40,21,24,20,13
"49853","RPL17-C18orf32",0,0,0,0,0
"49854","RPL17P1",0,4,0,2,4
"49855","RPL17P11",0,0,0,0,0
"49856","RPL17P12",0,0,0,1,0
